book_name,authors,prices
the death of mrs westaway,,1402.5
the death relic,Chris Kuzneski,660.25
the death trade,Jack Higgins,945.25
the debutante divorcée,Plum Sykes,755.25
the deceiver,Fredrick Forsyth,660.25
the demonologist,Andrew Pyper,1420.25
the devourers,Indra Das,375.25
the diamond age -,Neal Stephenson,1325.25
the diamond chariot: the further adventures of erast fandorin erast fandorin 10,Boris Akunin,945.25
the diary of a social butterfly,Moni Mohsin,1420.25
the diary of amos lee,,427.5
the dilemma,B A Paris,1035.0
the dinner,Herman Koch,755.25
the disappeared jenny cooper 2,M.R. Hall,528.2
the discourses,,1015.75
the discreet hero,Mario Vargas Llosa,850.25
the distance home,Paula Saunders,1165.5
the djinn in the nightingales eye five fairy stories,Matt Haig,375.25
the dog,,1420.25
the dog's last walk,Howard Jacobson,1230.25
the doll-master and other tales of horror,Joyce Carol Oates,945.25
the doors of perception: and heaven and hell,Aldous Huxley,675.75
the double comfort safari club,Alexander Mccall Smith,755.25
the double game,Kate Lord Brown,945.25
the double-edged sword: the nowhere chronicles book one,Zachary Karabell,565.25
the dragon with the girl tattoo,,297.5
the dream of the celt,Mario Vargas Llosa,1187.5
the dreaming void,Peter F. Hamilton,1255.5
the drop,Dennis Lehane,850.25
the drowned boy (inspector sejer),Karin Fossum,945.25
the duchess,Danielle Steel,1015.75
the dying hours tom thorne novels,Mark Billingham,1325.25
the early stories of truman capote,Truman Capote,945.25
the earth is singing (usborne modern classics),,845.75
the economist world in 2019,The Economist,902.5
the edge of everything,jeff giles,945.25
the edge of normal,Carla Norton,660.25
the electric hotel,Dominic Smith,1165.5
the elegant gathering of white snows,Kris Radish,902.5
the eleventh commandment,Jeffrey Archer,902.5
the elfstones of shannara: tv tie-in edition: the shannara chronicles paperback,Terry Brooks,945.25
the elite : book 2 (the selection),Kiera Cass,660.25
the emperor of lies,Steve Sem-Sandberg,945.25
the emperor's soul,Brandon Sanderson,845.75
the empty family,Colm Toibin,660.25
the empty house,Ruskin Bond,375.25
the empty room,Sadia Abbas,796.0
the empty space longlisted 2013,,617.5
the empty throne the last kingdom series book 8,berna cornwell,2275.25
the enchanted: a novel ps,Rene Denfeld,1230.25
the end game brit in the fbi,Catherine Coulter,755.25
the end of loneliness,Benedict Wells,1325.25
the end of memory: a natural history of aging and alzheimer's,,1572.5
the end of the gods: the myth of ragnarok,Matt Haig,755.25
the end of time,Gavin Extence,1165.5
the enemy,Tom Wood,783.75
the enemy: (jack reacher 8),Lee Child,1015.75
the enemy: 2 victor the assassin,Tom Wood,660.25
the english patient,Michael Ondaatje,712.5
the english teacher,yiftach reicher atir,755.25
the englishmans cameo,Madhulika Liddle,498.75
the enigma of arrival,V.s. Naipaul,1255.5
the epic of gilgamesh,Andrew George,1040.25
the ersatz elevator a series of unfortunate events,Lemony Snicket,850.25
the essays a selection penguin classics,Michel Montaigne,1135.25
the essential collection for young readers,Ruskin Bond,335.75
the essential weber,Sam Whimster,590.75
the essentials of psychoanalysis,Sigmund Freud,2180.25
the evolutionary empath: a practical guide for heart-centered consciousness,Rev. Stephanie Red Feather,2375.75
the exact opposite of okay,Laura Steven,1325.25
the executor,Jesse Kellerman,660.25
the exiled prince,Ravi,427.5
the fables of aesops,Jagdish Sharma,375.25
the face thief,James L. Gelvin,2137.5
the faithful couple,A D Miller,945.25
the fakir,Sunil Gangopadhyay,403.75
the falconer,Dana Czapnik,1135.25
the fall of gondolin,,1185.75
the fallen,David Baldacci,807.5
the fallen angel,Hilary Mantel,565.25
the fame lunches: on wounded icons money sex the bront,Daphne Merkin,2750.25
the family,Martina Cole,1472.5
the family next door,Sally Hepworth,1515.25
the family tree,Sairish Hussain,985.5
the famished road,Ben Okri,1567.5
the famous five collection 1: books 1-3 (famous five: gift books and collections),Enid Blyton,945.25
the famous five collection 2: books 4-6 (famous five: gift books and collections),Enid Blyton,945.25
the famous five collection 4: books 10-12 (famous five: gift books and collections),Enid Blyton,945.25
the far field,Madhuri Vijay,1420.25
the far pavilions,M M Kaye,1567.5
the farm,Joanne Ramos,1230.25
the fates divide (carve the mark book 2),Veronica Roth,1040.25
the father made in sweden,Anton Svensson,850.25
the fatwa girl,Akbar Agha,617.5
the fear index,Robert Harris,945.25
"the fellowship of the ring (the lord of the rings, book 1)",J. R. R. Tolkien,1230.25
the feral detective,Jonathan Lethem,1165.5
the fever,Megan Abbott,945.25
the fever tree,Jennifer McVeigh,1230.25
the fifth elephant,Terry Pratchett,565.25
the fifth man english,Bani Basu,565.25
the fifth mountain,Paulo Coelho,1100.75
the final energy crisis,,1865.75
the final reckoning,Sam Bourne,617.5
the finance curse,Nicholas Shaxson,1270.75
the finkler question,Howard Jacobson,470.25
the fir men in the moon,H.g. Wells,997.5
the fir tree,Sanna Annukka,945.25
the fire by night: a novel,Teresa Messineo,1990.25
the fireman mass market paperback,joe hill,755.25
the firm,John Grisham,675.75
the first bad man,,1610.25
the five greatest warriors a novel,Matthew Reilly,660.25
the five people you meet in heaven,Mitch Albom,716.0
the fix (amos decker series),David Baldacci,1135.25
the flaky mummy: a quirky guide to surviving motherhood,Madhuri Banerjee,565.25
the flatshare,Beth O Leary,1705.25
the flavours of love,Dorothy Koomson,850.25
the flea palace,Elif Shafak,1230.25
the floating admiral,Agatha Christie,783.75
the flopperty bird,Enid Blyton,375.25
the flying man,Roopa Farooki,660.25
the forbidden door (jane hawk thriller),,1185.75
the forensic records society,Magnus Mills,945.25
the forest of enchantments,Chitra Banerjee Divakaruni,1135.25
the forgotten soldier: a pike logan thriller,Brad Taylor,1377.5
the fort,Bernard Cornwell,617.5
the fourth estate,Jeffrey Archer,850.25
the fourth k,Mario Puzo,850.25
the fox was ever the hunter,Herta Muller,1610.25
the free world,David Bezmozgis,475.0
the french revolution and what went wrong,Stephen Clarke,1230.25
the friends we keep,,1232.5
the friendship war,Andrew Clements,850.25
the front,Patricia Cornwell,660.25
the further adventures of a london call girl,Belle De Jour,565.25
the future we choose,Christiana Figueres,1615.5
the gamechangers,The Fake IPL Player,316.0
the games (private),James Patterson,807.5
the gangster an isaac bell adventure,Clive Cussler,1515.25
the gardens of light,Amin Maalouf,1325.25
the gate keepers wife,Rukhsana Ahmad,375.25
the gatecrasher,Madeleine Wickham,755.25
the gates of athens,Conn Iggulden,1895.25
the gathering storm,,1440.75
the gaze,Elif Shafak,971.25
the gendered brain,Gina Rippon,1420.25
the general prologue to canterbury tales,Geoffrey Chaucer,356.25
the geneva deception,James Twining,522.5
the genie in the bottle,Rosie Dickins,382.5
the georgics (penguin classics),Virgil,1100.75
the ghost factory,Jenny McCartney,1075.5
the ghost runner a makana investigation makana mystery 3,Parker Bilal,1135.25
"the giant, o'brien",Hilary Mantel,755.25
the gift,Cecelia Ahern,755.25
the gift of silence,Kankyo Tannier,755.25
the gilded cage,Camilla Lackberg,1435.5
the girl in the polka dot dress,Beryl Bainbridge,1282.5
the girl in the spider's web: millennium 4,David Lagercrantz,722.5
the girl in the spiders web a lisbeth salander novel continuing stieg larssons millennium series,David Lagercrantz,476.0
the girl on the train (movie tie-in),Paula Hawkins,945.25
the girl who came back (the detective andee lawrence),Howard Hughes,760.75
the girl who takes an eye for an eye,David Lagercrantz,850.25
the girl with a clock for a heart,Peter Swanson,850.25
the girl with all the gifts,M. R. Carey,1230.25
the girl with the amber comb,Linda Finlay,945.25
the girl with the dragon tattoo,Stieg Larsson,945.25
the girl with the suitcase,Angela Hart,1135.25
the girl you left behind,Jojo Moyes,985.5
the girls emma cline,Emma cline,1705.25
the girls guide to homemaking,Amy Bratley,660.25
the girls of slender means,Muriel Spark,985.5
the giver of stars,Jojo Moyes,1885.5
the giver of stars: fall in love with the enchanting sunday times bestseller from the author of me before you,Jojo Moyes,1135.25
the glass room,Ann Cleeves,1165.5
the gleemaiden,Sylvian Hamilton,285.0
the glimpses of the moon,Edmund Crispin,807.5
"the glory of the empire: a novel, a history",,1610.75
the go betweenpenguin modern classics,L. P. Hartley,997.5
the goalkeeper's anxiety at the penalty kick,Peter Handke,1165.5
the goat the sofa and mr swami,R Chandrasekar,470.25
the goat thief,Perumal Murugan,755.25
the golden gate,Vikram Seth,565.25
the golden honey comb,Kamala Markandaya,1230.25
the golden legend,Nadeem Aslam,1135.25
the golden pigeon,Shahid Siddiqui,660.25
the goldfinch,Donna Tartt,1325.25
the good father - [pb],Noah Hawley,712.5
the good fight,Danielle Steel,755.25
the good guy,Susan Beale,1610.25
the good liar,Nicholas Searle,850.25
the good life,Jay Mcinerney,1040.25
the good lord bird: a novel,James Mcbride,2655.25
the good luck of right now,Matthew Quick,1567.5
the good people,Hannah Kent,1487.5
the good psychologist,Noam Shpancer,755.25
the grapes of wrath,John Steinbeck,1325.25
the great alone,Kristin Hannah,1135.25
the great believers,Rebecca Makkai,1230.25
the great depression of the forties,Rupa Gulab,451.25
the great escape,Fiona Gibson,617.5
the great gatsby (vintage classics),F. Scott Fitzgerald,636.0
the great indian diet,,565.25
the great man,Kate Christensen,2042.5
the great philosophers the lives and ideas,Stephen Law,945.25
the greek holiday,Maeve Haran,1165.5
the green bible,Harper Bibles,2845.25
the green lantern a romance of stalinist russia,Jerome Charyn,237.5
the green road,Anne Enright,2137.5
the grief of others,Leah Cohen,2327.5
the grownup a gillian flynn short,Gillian Flynn,360.0
the guardian angels journal,,660.25
the guesthouse,Abbie Frost,895.5
the guilty (will robie series),David Baldacci,945.25
the guilty one,Lisa Ballantyne,945.25
the gun,Fuminori Nakamura,2612.5
the gunsmith 358 fort revenge,J. R. Roberts,522.5
the gypsy goddess,Meena Kandasamy,845.75
the hacker,Stanley Moss,280.25
the hair carpet weavers,John Le Carre,1165.5
the hammer of eden,Ken Follett,1165.5
the hand that feeds you,A. J. Rich,1187.5
the handmaid's tale,Margaret Atwood,1165.5
the handmaids tale,Margaret Atwood,945.25
the hanging a koad monsen thriller,Lotte Hammer,1040.25
the happy ever after playlist: 'full of fierce humour and fiercer heart',Abby Jimenez,1255.5
the hard way a jack reacher novel,Lee Child,617.5
the harem midwife,Robert Rich,1515.25
the harlequin: anita blake vampire hunter 14,Laurell K. Hamilton,498.75
the hate u give,Thomas Angie,636.0
the haunted horse: kipling’s greatest ghost stories,Rudyard Kipling,565.25
the head game a spys guide to highstakes risk management and decision making,Philip Mudd,2940.25
the headhunters,Jo Nesbo,1135.25
the headspace guide to...a mindful pregnancy,Andy Puddicombe,637.5
the heart breaks free & the wild one,Ismat Chughtai,565.25
the heart goes last,Margaret Atwood,1185.75
the heir of nightthe wall of nightbook one,Helen Lowe,755.25
the heist,Janet Evanovich,945.25
the help,Kathryn Stockett,1135.25
the henna artist: a novel,Alka Joshi,2425.5
the hidden wife,Josie Lloyd,985.5
the himalayan summer paperback,Louise Brown,696.5
the hired man,Aminatta Forna,660.25
the histories,,1232.5
the history man,Malcolm Bradbury,850.25
the history of alexander (penguin classics),,930.75
the hit,David Baldacci,755.25
the hitchhiker's guide to the galaxy,Douglas Adams,722.5
the hitchhiker's guide to the galaxy omnibus: a trilogy in five parts,Douglas Adams,1695.75
the hive,Gill Hornby,1230.25
the hobbit and the lord of the rings,J. R. R Tolkien,3510.25
the hollow (poirot),Agatha Christie,565.25
the holy,Abdulaziz Al-Mahmoud,756.2
the honey queen,Cathy Kelly,1135.25
the honourable schoolboy,John Le Carre,1040.25
the horse whisperer,Nicholas Evans,850.25
the hour past midnight,Salma,755.25
the house at baker street (a mrs hudson and mary watson investigation),,850.25
the house girl: a novel ps,Tara Conklin,1040.25
the house i loved,Tatiana de Rosnay,755.25
the house of bilqis a novel,AZHAR ABIDI,1040.25
the house of dolls -,David Hewson,755.25
the house of fear,Ibn E Safi,375.25
the house of loneliness,Zaheda Hina,760.0
the house of the dead,Fyodor Dostoevsky,1135.25
the house of wives,Simon Choa-Johnston,945.25
the house on carnaval street from kabul to a home by the mexican sea,Deborah Rodriguez,850.25
the house on mall road,Mohyna Srinivasan,641.25
the house on the cliff,Charlotte Williams,1610.25
"the house swap [may 03, 2018] fleet, rebecca",,945.25
the house that bj build,Anuja Chauhan,660.25
the house with five courtyards,Govind Mishra,565.25
the housing lark,Sam Selvon,1615.5
the human n,Philip Roth,755.25
the humbling,Philip Roth,522.5
the hunger games book 1,Suzanne Collins,1092.5
the hunger games book 2: catching fire,Suzanne Collins,760.75
the husbands secret,Liane Moriarty,1230.25
the hypnotists love story: a novel,Liane Moriarty,1420.25
the ice child (paperback),Camilla Lackberg,660.25
the ice cream girls,Dorothy Koomson,807.5
the ice queen,Nele Neuhaus,755.25
the ice twins,S. K. Tremayne,660.25
the idiot,Fyodor Dostoevsky,755.25
the idiot brain: a neuroscientist explains what your head is really up to,Dean Burnett,1230.25
the illusionists,Rosie Thomas,755.25
the immigrant,Manju Kapur,660.25
the immortals,Amit Chaudhuri,755.25
the immortals of meluha,Arnish,945.25
the imperial agent,Timeri N. Murari,755.25
the importance of being earnest and other plays,Oscar Wilde,565.25
the importance of being married,Gemma Townley,598.5
the importance of being wicked (the wild quartet),Miranda Neville,850.25
the impossible boy,Ben Brooks,1325.25
the impressionist,Hari Kunzru,850.25
the improbability of love,Hannah Rothschild,850.25
the in-between,Barbara Stewart,755.25
the incident,Kenneth Macleod,1040.25
the infidels of mecca,Abbas Zaidi,565.25
the inheritance,Matthew Lopez,1615.5
the inheritors,William Golding,660.25
the inner circle,T. C. Boyle,895.5
the innocent (will robie series),David Baldacci,1187.5
the innocent man,,590.75
the institute,Stephen King,2245.5
the intercept nypd special agent jeremy fisk,Dick Wolf,1230.25
the interpretation of murder bformat,Jed Rubenfeld,617.5
the intimate bond how animals shaped human history,Brian Fagan,2655.25
the invisible bridge vintage contemporaries,Prof Adrian Furnham,1078.25
the invisible man from salem,Christoffer Carlsson,1040.25
the isis hostage: one man's true story of 13 months in captivity,James Nightingale,1187.5
the islamic connection: south asia and the gulf,Christophe Jaffrelot,1062.5
the island,Victoria Hislop,375.25
the island of adventure (the adventure series),Enid Blyton,617.5
the island of the mighty,Padraic Colum,1515.25
the jacqueline wilson treasury (hb),Jacqueline Wilson,1610.25
the jesus dynasty,,505.75
the jinxed talisman: the journey of a girls courage,SALAHUDDIN,327.75
the journey to the end of the world,Henning Mankell,660.25
the jule (bantam clas),Upton Sinclair,470.25
the keep sake a novel rizzoli & isles novels,Tess Gerritsen,565.25
the keeper of lo causesthe fir department q novel a department q,Davis Dyer,1230.25
the keeper of lost things,Ruth Hogan,1325.25
the keepers of the library will piper,Glenn Cooper,755.25
the kept woman: (will trent series book 8) (the will trent series),,1355.75
the key to rebecca,Ken Follett,1165.5
the kill list,Frederick Forsyth,1187.5
the killer inside me,Tim Collins,660.25
the killing lessons,Saul Black,1377.5
